Date,Text_clean,Sentiment
2020-11-06,ITOX will run 1000 MINIMUM OVERSOLD DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M ,negative
2020-11-06, ayy Jimmy Chill whats the story with VeritoneInc Artificial Intelligence body cams for PD went parabolic in 2017 after IPO then tanked Still pre IPO level now after a July 2020 re awakening and subsequent drop Ill hang up now VERI,negative
2020-11-06,VERIs Aroon indicator reaches into Uptrend on October 19 2020 View odds for this and other indicators  Veritone stockmarket stock technicalanalysis money trading investing daytrading news today ,positive
2020-11-06,VERI Verisec AB Verisec Underlying KPIs signal traction Freja eID is showing early platform success and its decision to disclose the number of users 68k with an additional backlog of 95k is a positive signal to us That said until  equity stocks ,positive
2020-11-06,VERI Weekly Might be the start of a new uptrend after a few years VERI engages in the provision of artificial intelligence AI computing solutions to media and entertainment government and legal and compliance industries ER is Nov 9 Im curious to see how it goes ,positive
2020-11-05,CBBT probably the most important news about the merger coming DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop opti ,positive
2020-11-05,CBBT be early DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M brgo opti enzc itok ,positive
2020-11-05,DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk brgo opti enzc itok spom paso dsgt opti ,positive
2020-11-05,Rose Above Previous Days High today AIT ARCB ARGX BBSI PID VERI ILMN COHU ACV NCNO TCON CMF DEM DSI AGRX BLV CURE AOA BCI DFEB  ,positive
2020-11-05,ITOX UNKNOWN OVERSOLDWDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk ,negative
2020-11-05,VERI in Downtrend RSI indicator exits overbought zone View odds for this and other indicators  Veritone stockmarket stock technicalanalysis money trading investing daytrading news today ,negative
2020-11-05,DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M brgo opti enzc itok spom paso dsgt ,positive
2020-11-05,DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M brgo opti enzc ,positive
2020-11-05,CBBT Read  DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M opti brgo itox nspx ,positive
2020-11-05,ITOX will run 1000 MINIMUM OVERSOLD DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M ,negative
2020-11-05,ITOX UNKNOWN OVERSOLDWDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk ,negative
2020-11-05,Top Gainers 11320TRHCTRMTTUSKTWSTUFPTVAPOVCELVCYTVERIVNEVPGVVPRVXRTWKHSWRTCXOMAZBRAZDGEZIXI,positive
2020-11-04,EST5VERI  95471025 736U  9739891036 637RIOT  35273362 263APVO  949251108 1672,positive
2020-11-04,US Breakout Stocks Watchlist  4 November 2020For the watchlist from Wednesdays scans  ALGN AMD ANTM AVLR AXNX BILI DDOG DOCU FB GDS HEAR HUBS IPHI LSPN MTCH MXIM NIU NTLA NVDA TWLO UBER UNH VERI YETIstocks trading investing,negative
2020-11-04,50 DMA Support today VERI IGOV EPZM ZGNX MITK JOF CBT SYNH CELH ZLAB ALVR UITB ARCB MGTX OMAB LMRKN NUE  ,positive
2020-11-04,ITOX UNKNOWN OVERSOLDWDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk ,negative
2020-11-04,Rose Above Previous Days High today PSCC VMW AMRS VERI CHS BRKS NVS SOXL GMRE DPZ BSX ZIOP WM GNUS BSE BTA ADCT EDC SUMO BSTC  ,positive
2020-11-04,VERI nice setup worth watching  ,positive
2020-11-04,FNGR TSLA KODK SPI OPK FCEL PLUG INO NIO NWBO EKSO EXAS PTON OSTK VERI ONVO AGEN RIOT MDXG ONCS APPS SEED SRNE  HEAR  How they steal your money ,negative
2020-11-04,VERI in Downtrend RSI indicator exits overbought zone View odds for this and other indicators  Veritone stockmarket stock technicalanalysis money trading investing daytrading news today ,negative
2020-11-03,Rose Above Previous Days High today VTHR GEN SWAV MERC BCDA TOTL VCLT VTC YAC CHSCN SMG NH AHCO SPBO VERI CMPS BRKA NEW BMRA DTN  ,positive
2020-11-03,50 DMA Support today KBWD WHLM OPRA PFFA APLS CCMP CR MJ GLRE VRT ICAD LAC IOSP VERI OPRT CREE ZM RDVY SABRP MWA  ,positive
2020-11-03,ITOX UNKNOWN OVERSOLDWDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk ,negative
2020-11-03,VERITONE stock  Artificial Intelligence pureplay VERI stock to buy veri nvda msft goog nflx aapl,positive
2020-11-02,50 DMA Support today UBS CARE MYF SSG NXP VERI TTGT PBC DNB  ,positive
2020-11-02,ITOX UNKNOWN OVERSOLDWDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk ,negative
2020-11-02,Never bet against America bears be like CLSK UAVS VERI MMEDF ,negative
2020-11-02,Watch for a move up higher on VERI,positive
2020-11-02,VERI in Downtrend RSI indicator exits overbought zone View odds for this and other indicators  Veritone stockmarket stock technicalanalysis money trading investing daytrading news today ,negative
2020-11-02,ITOX will run 1000 MINIMUM OVERSOLD DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M ,negative
2020-11-01, Newswire  AI Eye Episode 465 Veritone NasdaqGS VERI Reviews Agreement with CBS News and DigiMax Global with Subsidiary DataNavee Develops AIBased Crypto Tool    futureofag agriculture technology,positive
2020-10-31,Top losers 103020ONVOBIGCSQPECKFLUXALRNCTBSELBMTLSVOLTLMATVERIPANLMITOKXINEVLOUBXAPIMNPRCLRODMRCEVGNPINGEMANVSTOHUGETTDMEDSBNSOCARCRNCAUVINHKNDIMOGOETSYRVLVACETAGRXGECTYHTVEDLPRPOPBYIUNFI,negative
2020-10-31,Most Volatile 102920CPEMRVLVERIVNRXJOECYCNPIXYAWHVBIVNMCIMOXCELASINTFTKANNXGTTPEIXUNBHCCO,negative
2020-10-31,Top gainers in 102920MRAMAXTIAWHCWKUGPMRCVNDABGCPATIFCBLIXPEVIDRAHOVNPRUTHMRTXRESNNTIPLTHMPRPHMFINWATTCNTYUVENMRKVERIESCAHIHOMRNAARCTOCCIQNSTSRITCSPHATNEXOIIIPIARCCTOGRPNCRAITWTRGNMKSLAB,positive
2020-10-31,digi btc is explodingwatchthegap on Monday exciting days ahea Newswire  AI Eye Episode 465 Veritone NasdaqGS VERI Reviews Agreement with CBS News and DigiMax Global with Subsidiary DataNavee Develops AIBased Crypto Tool ,positive
2020-10-30,Investor Ideas AIEYE  Veritone NasdaqGS VERI Reviews Agreement with CBS News and DigiMax Global CSE DIGIC with Subsidiary DataNavee Develops AIBased Crypto Tool podcast artificialintelligence AI AIstocks technews techforgood ,positive
2020-10-30,Investor Ideas The AIEYE Veritone NasdaqGS VERI Reviews Agreement with CBS News and DigiMax Global CSE DIGIC with Subsidiary DataNavee Develops AIBased Crypto Tool podcast artificialintelligence AI machinelearning tech Technology ,positive
2020-10-30,CBBT x PKGWDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk ,negative
2020-10-30,CBBT amp SPOM WDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk ,negative
2020-10-30,VERI is still stuck in the range looks to be respecting the 850 area Push coming Weekly amp Daily Chart ,negative
2020-10-30,CBBT will run 1000 In the next 2 weeks DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M ,negative
2020-10-30,ITOX will run 1000 MINIMUM OVERSOLD DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M ,negative
2020-10-30, Newswire  AI Eye Episode 465 Veritone NasdaqGS VERI Reviews Agreement with CBS News and DigiMax Global with Subsidiary DataNavee Develops AIBased Crypto Tool ,positive
2020-10-30,Investor Ideas The AIEYE Veritone NasdaqGS VERI Reviews Agreement with CBS News and DigiMax Global CSE DIGIC with Subsidiary DataNavee Develops AIBased Crypto Tool podcast artificialintelligence AI ,positive
2020-10-30,Investor Ideas AIEYE Veritone NasdaqGS VERI Reviews Agreement with CBS News and DigiMax Global CSE DIGIC with Subsidiary DataNavee Develops AIBased Crypto Tool podcast artificialintelligence AI  AIstocks technews techforgood ,positive
2020-10-30,AI Eye Episode 465 Veritone NasdaqGS VERI Reviews Agreement with CBS News and DigiMax Global with Subsidiary DataNavee Develops AIBased Crypto Tool  Technology,positive
2020-10-30,AI Eye Episode 465 Veritone NasdaqGS VERI Reviews Agreement with CBS News and DigiMax Global with Subsidiary DataNavee Develops AIBased Crypto Tool ,positive
2020-10-30,Alright this drop in stocks is just getting silly everyone just calm down say it with me CLSK VERI MMEDF TRUFF UAVS ,negative
2020-10-30,VERI in Downtrend RSI indicator exits overbought zone View odds for this and other indicators  Veritone stockmarket stock technicalanalysis money trading investing daytrading news today ,negative
2020-10-30,ITOX UNKNOWN OVERSOLDWDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk ,negative
2020-10-30,Tomrrows watchlist for NYSE NASDAQ between 10 and 20 SPWR STL SWBI TME TRIL UA UAA UNG VALE VERI VNDA VVV,positive
2020-10-29,2020OCT29 620pmVERI VeritoneInc Veritone up 846  174 million gain VERI has made notable gains in 13 of the last 42 trading sessionsinternet software services stockTips stockMarket trading investing ,positive
2020-10-29,Scan results  MACD Bullish Signal Line Cross today IPHI EGHT RLGY CTB SCI INVA EQH VC GNMK LOCO VNDA SAVE XOM VVV LITE VERI APT MPC NTES PTCT  ,negative
2020-10-29,Very excited to see what their study finds with the utility they recently partnered with  VERI bullish ,positive
2020-10-29,VERI Veritone renews agreement with CBS News expands content licensing library,positive
2020-10-29,ITOX will run 1000 MINIMUM OVERSOLD DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M ,negative
2020-10-29,Rose Above Previous Days High today FCVT ACRX CAMT MPAA OLED AAU USD CTT BCLI MCFT VERI MBIO OPES BRMK XMMO NTST EHT DBEF DBEU HEZU  ,positive
2020-10-29,UAL WING ZLAB TGT VERI TRP ,negative
2020-10-29,Veritone Inc VERI announced that CBS News has renewed its longstanding content licensing agreement with Veritone,positive
2020-10-29,VERI  Veritone renews agreement with CBS News expands content licensing library ,positive
2020-10-29,VERI Veritone Renews Agreement with CBS News and Further Expands Content Licensing Library ,positive
2020-10-29,VERI Veritone Renews Agreement with CBS News and Further Expands Content Licensing Library,positive
2020-10-29,VERI 15s delayed Issued Press Release on October 29 073000 Veritone Renews Agreement with CBS News and Further Expands Content Licensing Library ,positive
2020-10-29,VERIs 10day Moving Average crossed above its 50day Moving Average on October 9 2020 View odds for this and other indicators  Veritone stockmarket stock technicalanalysis money trading investing daytrading news today ,positive
2020-10-29,VERI was analyzed by 5 analysts The buy consensus is at 84 So analysts seem to be very confident about VERI  ,positive
2020-10-28,ITOX UNKNOWN OVERSOLDWDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk ,negative
2020-10-28,ITOX will run 1000 MINIMUM OVERSOLD DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M ,negative
2020-10-28,20 DMA Support today BOOT GRA KRE IOVA ARAY SIEN BVN JAX CARV GNSS FRC ORC VERI JAZZ RF GME CRDF NVRO STRL NLS  ,positive
2020-10-28,VERI in Downtrend RSI indicator exits overbought zone View odds for this and other indicators  Veritone stockmarket stock technicalanalysis money trading investing daytrading news today ,negative
2020-10-28,CBBT on watch tomorrow for big breakout day WDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop,negative
2020-10-28,ITOX UNKNOWN OVERSOLDWDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk ,negative
2020-10-27,JaxCapital Would love it if VERI got back to 7 but might put an autobuy in at 8  AI plus microgrid equals 2 winners,positive
2020-10-27,Some trends Im investing in regardless of election  AI Integration PLTR VERI Microgrids CLSK SBGSY Legalization momentum HEXO TCNNF CGC and domestic rare earth cultivation TMRC  Enjoy,positive
2020-10-27,ITOX will run 1000 MINIMUM OVERSOLD DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M ,negative
2020-10-27, CLSK TSLA VERI SBGSY  in that order,positive
2020-10-27,VERIs 10day Moving Average moved above its 50day Moving Average on October 9 2020 View odds for this and other indicators  Veritone stockmarket stock technicalanalysis money trading investing daytrading news today ,positive
2020-10-26, Im a big fan of VERI  drafting a report on them as we speak,positive
2020-10-26,JaxCapital And veri,positive
2020-10-26,CBBT is consolidating nicely  DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M,positive
2020-10-26,ITOX will run 1000 MINIMUM OVERSOLD DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT TTCM AMRN PWDY DLCR  ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk M ,negative
2020-10-26,Rose Above Previous Days High today WWR FNGS EYEG KRTX BOH PLUG TNDM LOPE BTEC WINT ADBE KL DGL AYX GIGE AMOM VERI NYT DTIL CZR  ,positive
2020-10-26, FUBO HYMC DLHC LEJU MDGS AP EKSO AQB CLLS PLYA SURF SCKT SAFE SCYX KYMR BBW VERI LE PRPH BCBP RVP NKTX CLAR FNKO AVXL KOD money robinhood ,negative
2020-10-26,AICRWDCRNCDT CRWD EGAN CRNC SFIXVERI AYX PLTR INFY BIDU,negative
2020-10-26, VERI EKSO SAFE COGT CLPS BNSO RVP EAR AP CPE PRPH LIZI BCBP ACCD CEIX SCYX GHL ADAP CLAR KBNT AMRS SNAP LSF LCUT SPRB NEON money robinhood ,negative
2020-10-25, NEON GHL SNAP CRESY CLPS AHCO IDRA TCRR FUBO AP AVXL TCON JMIA PRPH AQB YALA VERI RNGR KOD NK RVP LOOP CCR BIMI PRVL SLCA money robinhood ,positive
2020-10-25, BCBP EKSO VOXX LEJU XOMA STRT LOOP TSRI TWOU EAR RVP COGT PRPH BBW KOD VERI IPHA RNGR IDRA YALA CRESY BCOV SCYX TACO MRIN NXGN money robinhood ,negative
2020-10-25,Veritone VERI Trading Up 66   investingnews,positive
2020-10-25,Veritone VERI Trading Up 66 ,positive
2020-10-25,Brokerages Expect Veritone Inc VERI Will Post Quarterly Sales of 1439 Million  stocks,positive
2020-10-25,Brokerages Expect Veritone Inc VERI Will Post Quarterly Sales of 1439 Million ,positive
2020-10-25,Veritone Inc VERI Expected to Post Quarterly Sales of 1439 Million ,positive
2020-10-25,Brokerages Expect Veritone Inc VERI Will Post Quarterly Sales of 1439 Million ,positive
2020-10-25,Brokerages Expect Veritone Inc VERI Will Post Quarterly Sales of 1439 Million  markets,positive
2020-10-25,Brokerages Expect Veritone Inc VERI Will Post Quarterly Sales of 1439 Million  stocks,positive
2020-10-25, CLLS HCCHU SNAP HYMC MRIN CRESY SCYX VERI BEAM AMRS EKSO NXTC EB LCUT CPE TCRR VOXX PRPH YALA FULC IDXG TWOU SCKT TCON SLCA RVP money robinhood ,positive
2020-10-25,VERI was analyzed by 5 analysts The buy consensus is at 84 So analysts seem to be very confident about VERI  ,positive
2020-10-25, JMIA TEDU YALA EAR TCON PRPH BNSO CEIX VERI KOD IDXG ADAP GNLN MMYT PFBI FCCY VOXX LIZI ACCD KBLM RNGR CCXI FNKO CMPS LOOP TWOU money robinhood ,negative
2020-10-24, NEON SIM AVXL BCBP TCON VERI SCYX KBNT YALA MRIN PRPH LE DLHC HCCHU SURF BWMX NKTX STRT FULC NK KOD ZDGE JMIA LEJU FUBO SCKT money robinhood ,negative
2020-10-24,VERI  new alert at   stocks daytrading  NYSE NASDAQ market 988,positive
2020-10-24,Veritone VERI Downgraded by BidaskClub to Strong Sell ,negative
2020-10-24,Veritone VERI Downgraded by BidaskClub to Strong Sell   markets,negative
2020-10-24, PRPH TWOU SAM PRVL SXC KYMR SCYX CLPS XOMA LIZI KOD CEIX PLYA INBK SURF COGT IMTE RVP BOOM VERI IDXG SPRB TPH ADAP EKSO LEJU money robinhood  ,negative
2020-10-24,Top gainers 102220TROXTSRITVTYTWOUUBXUTSIVERIVOCVOXXVRTSWBTXXOMAYALAYTRAYYZDGEZEUS,positive
2020-10-23,Top Gainers 102220TROXTSRITVTYTWOUUBXUTSIVERIVOCVOXXVRTSWBTXXOMAYALAYTRAYYZDGEZEUS,positive
2020-10-23, GHL MRIN NEON VERI NK TPH CLAR TCRR RVP SNAP SIG HCCHU PLYA JMIA BBW DLHC YALA BCBP IDRA KOD BOOM EB CMPS SIM LCUT LOOP money robinhood ,negative
2020-10-23,VERI  new alert at   stocks daytrading  NYSE NASDAQ market 1774,positive
2020-10-23,Veritone VERI Trading Up 66  markets,positive
2020-10-23,Veritone VERI Trading Up 66  stocks,positive
2020-10-23, XOMA SLDB DOGZ INBK GHL MAT EB SAM TWOU GNLN CCXI PLYA YALA SCKT NEON IPHA VERI EKSO LEJU IDXG NTZ HYMC TSRI SIG STRT EAR money robinhood ,negative
2020-10-23,VERI happy to see this getting some attention finally since my initial alerts near 7,positive
2020-10-23,Rose Above 50 DMA today BRT MFC AI VERI ANDA SRET  ,positive
2020-10-23,020 Earnings Per Share Expected for Veritone Inc VERI This Quarter  markets,positive
2020-10-23,020 Earnings Per Share Expected for Veritone Inc VERI This Quarter  stocks,positive
2020-10-23,020 Earnings Per Share Expected for Veritone Inc VERI This Quarter ,positive
2020-10-23,BidaskClub Downgrades Veritone VERI to Strong Sell   investingnews,negative
2020-10-22,Investor Ideas AIEYE  NVIDIA NasdaqGS NVDA Tops AI Computing Performance in Latest MLPerf Round and Veritone NasdaqGS VERI Partners with GovQA artificialintelligence podcast AIstocks technews techforgood ,positive
2020-10-22,VERI was analyzed by 5 analysts The buy consensus is at 84 So analysts seem to be very confident about VERI  ,positive
2020-10-22,Investor Ideas The AIEYE NVIDIA NasdaqGS NVDA Tops AI Computing Performance in Latest MLPerf Round and Veritone NasdaqGS VERI Partners with GovQA artificialintelligence podcast techstocks AIstocks technews ,positive
2020-10-22, Newswire  AI Eye Episode 459 NVIDIA NasdaqGS NVDA Tops AI Computing Performance in Latest MLPerf Round and Veritone NasdaqGS VERI Partners with GovQA ,positive
2020-10-22,Investor Ideas The AIEYE NVIDIA NasdaqGS NVDA Tops AI Computing Performance in Latest MLPerf Round and Veritone NasdaqGS VERI Partners with GovQA artificialintelligence podcast machinelearning tech Technology ,positive
2020-10-22,Investor Ideas AIEYE NVIDIA NasdaqGS NVDA Tops AI Computing Performance in Latest MLPerf Round and Veritone NasdaqGS VERI Partners with GovQA artificialintelligence podcast   ,positive
2020-10-22,AI Eye Episode 459 NVIDIA NasdaqGS NVDA Tops AI Computing Performance in Latest MLPerf Round and Veritone NasdaqGS VERI Partners with GovQA  Technology,positive
2020-10-22,AI Eye Episode 459 NVIDIA NasdaqGS NVDA Tops AI Computing Performance in Latest MLPerf Round and Veritone NasdaqGS VERI Partners with GovQA ,positive
2020-10-22,VERI Solid news Value investment in my portfolio every 2 weeks  will pause when it hits 20 and ramp up if it hits 7 again ,positive
2020-10-22,Top PM earnings tonightb MAT INTC  VERI ,positive
2020-10-22,It appears fear and uncertainty is setting in watching SPXS  this is when I begin salivating to get value companies at cheap prices  emotions aside  CLSK VERI BEEM TMRC OCDGF PLTR MMED TRUFF,positive
2020-10-22,Veritone and GovQA Forge Strategic Relationship to Provide AIPowered EndtoEnd Compliance Solution VERI ,positive
2020-10-21,VERI Veritone and GovQA Forge Strategic Relationship to Provide AIPowered EndtoEnd Compliance Solution,positive
2020-10-21,PCYO VERI TMDX three small cap fails for me not ready to give up on yet but closeLuckily been a massive year for SMIDCap growth plays ,positive
2020-10-21,Weekly and Daily candles for Veri price seems to hold a support around 850 if it drops below Ill be adding more to my position Price needs to break out above 11 to get out the range zone ,positive
2020-10-21,VERI PSTX FIS WBA NTES EBAY ,positive
2020-10-21,VERIVeritone and GovQA Forge Strategic Relationship to Provide AIPowered EndtoEnd Compliance Solution   Business Wire ,positive
2020-10-21, CALA AERI ADMS WKHS AINC BTBT CREG GBIO LPTX TRIB EVFM VERO SYRS ADTX OSUR PACB VERI LFVN PCVX money robinhood ,negative
2020-10-21,Veritone GovQA to provide AIpowered compliance solution for government agencies VERI ,positive
2020-10-21,VERI 15s delayed Issued Press Release on October 21 073000 Veritone and GovQA Forge Strategic Relationship to Provide AIPowered EndtoEnd Compliance Solution ,positive
2020-10-21,VERI Veritone and GovQA Forge Strategic Relationship to Provide AIPowered EndtoEnd Compliance Solution,positive
2020-10-21, NNOX RVP PACB AERI VERI PFSW IMGN BGFV GFED VLDR WRTC ADTX PCVX HXL PIRS ARCT SRNE BTBT FLWS money robinhood ,negative
2020-10-20,Top losers 1020RAPTRDHLRENNREPHRNGRRUBYRVPSBPHSGBXSGCSGOCSIFYSMMTSNDXSPAQSPISPRTSRLSRNESRRKSUNWSYFSYRSTBIOTCONTRIBTRILTRUPTVTYTWLOTXGUNFIURGNUXINVBIVVERIVEROVLDRVNRXVVPRVXRTWINSWKHSWRTCZM,negative
2020-10-20, CVM BDTX AERI VVPR VLDR MRNS SPRT KERN ALGS EOLS FLWS BGFV PCVX VERI DSS VERO CVNA BAND SYRS money robinhood ,negative
2020-10-20,Todays trades Opened CALA on the sell off near support and closed VERI for a loss due to failure Should probably have never entered that when I did Not ready yet Live and learn,negative
2020-10-20,Investor Ideas AIEYE  Brown amp Brown NYSE BRO Partners with Picwell for AIPowered Benefits Decision Support and Veritone NasdaqGS VERI Launches AIEnabled Basketball Site  artificialintelligence AI Podcast  ,positive
2020-10-20,Investor Ideas The AIEYE Brown amp Brown NYSE BRO Partners with Picwell for AIPowered Benefits Decision Support and Veritone NasdaqGS VERI Launches AIEnabled Basketball Site  artificialintelligence AI Podcast  ,positive
2020-10-20,VERI Veritone Launches New  Site Featuring Exclusive AIEnabled Basketball Footage,positive
2020-10-20,ITOX UNKNOWN OVERSOLDWDBG DGTW VIZC HIHI GNCP ISBG VPOR PDPR IGEX BBDA TCEL VRUS ACB CBBT ASTI BYND FARE LAHO BCND BGFT ARYC TTCM AMRN PWDY DLCR TPNI IFLM ssnt blin toca hoth titn veri cerc aamc fv twtr fb pop uhb hed ehd esd rwlk ,negative
2020-10-20,Investor Ideas The AIEYE Brown amp Brown NYSE BRO Partners with Picwell for AIPowered Benefits Decision Support and Veritone NasdaqGS VERI Launches AIEnabled Basketball Site  artificialintelligence AI Podcast  ,positive
2020-10-20, Newswire  AI Eye Episode 457 Brown amp Brown NYSE BRO Partners with Picwell for AIPowered Benefits Decision Support and Veritone NasdaqGS VERI Launches AIEnabled Basket ,positive
