Date,Text_clean,Sentiment
2020-11-22,Ash You cant handle the chonk ,negative
2020-11-22,Ash Glad things have been going so well for you Ash Wish you nothing but the best,positive
2020-11-22,Ash Good for you Ash You deserve it,positive
2020-11-22,Ash You deserve all your success ,positive
2020-11-22,Ash What Class you playing Ash,positive
2020-11-22,Ash lol,positive
2020-11-22,Ash my friends are trying to get me to play with them bc theyve been playing since vanilla but i have no idea what im doing paladin seems pretty fun and versatile tho are u playing on the aussie servers,positive
2020-11-22,Ash Lmaoooo I feel like that will be an entire generation,positive
2020-11-22,Thisll be me in a couple years  ,negative
2020-11-22,Ash nice uwu,positive
2020-11-22,Ash wish i could say the same but seeing someone happy on twitter makes me kinda happy,positive
2020-11-22,Ash Did you get a new kitty,positive
2020-11-22,Ash im happy for u,positive
2020-11-22,Ash Im happy that youre happy ash,positive
2020-11-22,Ash I hope you enjoy the Minecraft server  Glad your in the new one they made,positive
2020-11-22,Ash ,negative
2020-11-22,Ash SAME ASH SAME ,neutral
2020-11-22,Ash ,negative
2020-11-22,Ash ,negative
2020-11-22,IM SO HAPPY   ,positive
2020-11-22,Ash Warlock  see priest but you get a petPaladin  Immortal godDruid  Flex switch to do whatever you wantShaman  Standard but fun and has ghost wolfMonk  Tricky beast movementDemon Hunter  DEMON FORM and leap everywhereDeath Knight  Walk slowly around but a damage god,neutral
2020-11-22,Ash Each class kinda has its own gimmick which youll be doing a lot ofWarrior  chargeleapHunter  ranged attack while movingMage  ranged attack while standing still and blowing everything upRogue  stealth stabbyPriest  dot everything and then explode them all,positive
2020-11-22,Ash I recommend picking a race you like first and go from there Beast Mastery hunter is a great class to start out on and get the feel for it allMage is somewhat simpleConsidering your among us play you also may consider rogue gtgtIf you ever have questions I can help,positive
2020-11-22,Ash Heres a guide on keybinding  ,positive
2020-11-22,Ash My biggest tip would be to learn how to keybind when youre clicking abilities and keyboard turning its clunkyand get a crew of people to run dungeons with Levelling is pretty quick especially if youve got a 5 man crew healer tank and 3 dps specced classes,positive
2020-11-22, oh bummer  im on one that starts with t i think,negative
2020-11-22,Ash Im playing on frostmorne ,negative
2020-11-22,Ash Theyve really made it hold your hand through the intro while you learn Its totally fine to play as a noob,positive
2020-11-22,Ash  i have finished some fanart it was inspired by the support you got when you were raided  ,positive
2020-11-21,Ash Im always happy to help any way I can ,positive
2020-11-21,Ash I actually have no clue I have every class leveled to 50 and cant make a decision,negative
2020-11-21,e what class will you play,positive
2020-11-21,Ash Yep Its going to be pretty fun,positive
2020-11-21,Ash be horde and go to area 52,positive
2020-11-21,VVV hasnt gotten any respect from the market since its separation from ASHTop 3 brand in category 150 yr heritageLarge and growing service business both franchise amp company owned w high singledigit SSS growth17 op margins15 CFROIC8x EVEBITDA 29x EVIC,negative
2020-11-21,Ash If you are really in the fence Druid is always a safe bet just due to adaptability,positive
2020-11-21,Ash Im so excited for it,positive
2020-11-21,Ash It can be pretty fluid right now at the beginning of a new xpac How do you want to play Everything right now is a guideline and probably will be for the first 30 days,positive
2020-11-21, i honestly just cant decide what class i want to play i used to play a lot of eq2 and it just seems so similar yet different at the same time,positive
2020-11-21,Ash Yeeeees  Happy to help a fellow OCE player  if you want shoot a DM with your blizz tag ,positive
2020-11-21,Ash Im SO on the fence because its hard for me not to just grind the heck out of itTips Take your time and enjoy it if you are new dont let anybody push you  Its a BIG world with a LOT to take in  I wish I didnt burn through it when I did,positive
2020-11-21,Ash Getting myself ready to devote everything to the sexy goth vampires  The expansion is lookin goooood,positive
2020-11-21,Ash the game becomes 100000x more fun when you find a few people too consistently play with and join a guild besides that find a class you enjoy playing and then max it out when you get the hang of it,positive
2020-11-21,Ash ill be grinding it the day it comes out from start till the new max,positive
2020-11-21,anyone else playing new wow expansion coming out  big wow n00b here i may need some tips ,negative
2020-11-21,Ash   Heyyyy,positive
2020-11-21,   wowowowowowowow ,positive
2020-11-21,Ash  how STUPID can you be thats obviously a swordfish please dont go into politics,negative
2020-11-21, Ash  thanks nn,positive
2020-11-21,ASH New Form 4 for Ashland Global Holdings IncFrom our Stock News Alerts App,positive
2020-11-21,ASH Nov 18 CFO Sells 2202 1872 Net Shrs Net 14732k Acqd 5850 7940s Dispd 3978 7973s ,neutral
2020-11-21,FWSells ASH WILLIS J KEVIN Chief Financial Officer of ASHLAND GLOBAL HOLDINGS INC sold 2202 shares on 20201118 ,negative
2020-11-21, Ash You must be animal blind,negative
2020-11-20,Ash Omg Your cat is so adorable,positive
2020-11-20,Ash nik EUNE,negative
2020-11-20, this is clearly a bird,positive
2020-11-20,Ash Morning Zoe and only Zoe,neutral
2020-11-20,Ash Good morning Zoe ,positive
2020-11-20,B26 oh hello george,positive
2020-11-20,   thank you sally ,positive
2020-11-20, Ash  high 5 to everyone  ,positive
2020-11-20,Ash ,negative
2020-11-20,Grats Ash  and  on some great accomplisments the last few days You all have great communities and are extremely supportive of other streamers Well deserved Go check em out,positive
2020-11-20,Ash George says good morning although its getting ready for the sun to go down here ,neutral
2020-11-20,Ash Zoe is so cute meet lilo this is the new kitten in my snowy mountain hope you have a good day love Mawi  ,positive
2020-11-20,Ash Good Meowning ,positive
2020-11-20,Ash dogi,negative
2020-11-20,Ash What a nice thing to see before I go flying Good morning,positive
2020-11-20,Meow meow meow meow  Zoe says good morning   ,positive
2020-11-20,Insider Trading Weekly  insiders largely kept their money in their pockets this week Large selling seen from AMZN SQ FB CSCO CRWD PTON SCHW TSLA BYND BIGC ASH RVLV RVMD and moreSome buying in MPLN and ORGO,negative
2020-11-20,REVERSALtoDOWN ASH Ashland Global Holdings Inc    TradeIdeas via  ,negative
2020-11-20,Ash Thank you so much Im glad you like it ,positive
2020-11-20,  You are invited to test drive TradeIdeas PREMIUM features for 2 weeksvia  ESF SPY SPX QQQ VIX TSLA TSLAQ NVAX AMZN EGAN APD APTO ADPT ASH MODN TXG FOXF SILK COHR FICO DOX VIR OSW VERX LPRO GO LMND ,positive
2020-11-20,Ash Dammnn thats sick new pfp,negative
2020-11-20,Ash look at you 100k subs strong and still getting stronger Goodluck with your future stuff Ash Hopefully I could get decent internet soon its really hard to watch streams on mobile data,positive
2020-11-20,Ash Uwaaaah This is so sick,negative
2020-11-20,Ash  Im so glad you like it ,positive
2020-11-20,Ash Can hear you saying this in my head,positive
2020-11-20,Ash ,negative
2020-11-20,Ash The face when chat calls Ash mum,negative
2020-11-20, Ash Very nice,positive
2020-11-20,Omg Check this out  ,positive
2020-11-20, I love this,positive
2020-11-20, Ash Ash this is so good I really hope she sees it ,positive
2020-11-20, wow this is super cool ,positive
2020-11-20,Some fan art for one of the most sweetest people in the worldAsh ,positive
2020-11-20,Ash  Such a big accomplishment Congrats Ash Im so happy for you ,positive
2020-11-20,Ash  Holy shit Ash Just saw you in Hafus newest video Lets goooooooooo Stoked for you,positive
2020-11-20,Hugs and smiles for Ash ,positive
2020-11-20, Ash  my favorite content creators,positive
2020-11-20,Ash  would you like to play among us sometime,positive
2020-11-20,Its been too long Live soon with Cowboy Ash and friends ,positive
2020-11-20,Ash Gl hf,negative
2020-11-20,Ash Already there ,positive
2020-11-20,me stream  stop by if you wanna  ,positive
2020-11-20,Ash  thats so poggers congrats ash,positive
2020-11-20,Ash  Damn Moving up in the world,positive
2020-11-20,Ash  Okay now THIS is epic,positive
2020-11-20,Hi Ash  I made a drawing for you congrats on 100K ,positive
2020-11-20,Ash  Damn Starting to look more like a good end to 2020,positive
2020-11-19,Ash  MEGADECK,negative
2020-11-19,Ash  I need one That is amazing,positive
2020-11-19,Ash We look forward to seeing your Stream Deck XL creations ,positive
2020-11-19,Ash  Congrats Upside down babysitter I guess we are going to need a new one now that you are a big time streamer Sage ,positive
2020-11-19,Ash   is PogChamp I just bought my HD60 Pro definitely need to get one of these soon although the smaller edition lol,negative
2020-11-19,Ash  OMG ASH CONGRATS YOU DESERVE THIS ,positive
2020-11-19,Thank you  for this amazing gift  Thisll really help me out thank you so much  ,positive
2020-11-19,Ash Wonderful I was hoping you would I hope she was excited And I cant wait to watch the next stream,positive
2020-11-19, I did ,neutral
2020-11-19,Ash  Pog,negative
2020-11-19,Ash  DAT BANK THO,positive
2020-11-19,Ash This was also my highlightYou caught that 5up RED HANDED,positive
2020-11-19,Ash  Congratulations Ash Sykkuno dropping heart bombs again,positive
2020-11-19,Ash  Very deserved,positive
2020-11-19,Ash Did you send the Clip to your mom like you said you might,positive
2020-11-19,Ash  This was amazing to witness and Im so happy for you ,positive
2020-11-19,Ash Your voice is so cute ,positive
2020-11-19,Ash  I hope you play again soon lt3 love you both Ash is Sykunno female version Kawaii,positive
2020-11-19,Ash  Wow,positive
2020-11-19, Ash  Yes us sykkuno simps have been taught to be nice she deserves every bit of what she got,positive
2020-11-19,Ash  Congrats,positive
2020-11-19,Ash  Syykunooo raiddd,positive
2020-11-19, Ash Thank you  ,positive
2020-11-19,Ash  YOURE SO SWEET YOU DESERVE IT lt3,positive
2020-11-19,Ash  SO DESERVED  CONGRATS ASH  looking forward to more fun streams ,positive
2020-11-19,Ash  That was a great lobby and one of the craziest raids I gotten to see Also that Stream Outro,positive
2020-11-19,Ash Shes feisty i love it  Congrats on 100k Glad Sykkuno invited you ,positive
2020-11-19,rates Among us Ash,negative
2020-11-19,Ash  You deserve it,positive
2020-11-19,Ash  Keep streaming,positive
2020-11-19,Ash  ash im so ridiculously happy for you youre so amazing and deserve this so much ,positive
2020-11-19, Ash time for this,positive
2020-11-19,Ash  you deserve the best lt33333,positive
2020-11-19,Ash  Wow awesome job Ash  I enjoyed watching you play Among Us with them,positive
2020-11-19,Ash  Whoa thats a lot of numbers Dude congrats You deserve them ,positive
2020-11-19,Ash  Thats because you are the best Mum,positive
2020-11-19,Ash  HYUGGGEEE,positive
2020-11-19, Ash the moment I was telling you about xD,positive
2020-11-19,Ash GAMER,negative
2020-11-19,Ash  POPPING TF OFF LETS GET IT ASH ,positive
2020-11-19,Ash  I couldnt mute the bot there was so many new follows lmao,positive
2020-11-19,Ash  Now thats EPIC,positive
2020-11-19,Ash  YAYY GO ASH UR KILLIN IT ,positive
2020-11-19, Ash  wholesome,positive
2020-11-19,Ash  You deserve the love that has been given i had so much fun watching the streami watched through valkyraes stream and had a fun time watching this lobby,positive
2020-11-19,Ash  I am glad that we got this crossover ,positive
2020-11-19,Leia Ash  Best outro on Twitch hands down,positive
2020-11-19,Ash  That was the most poggers thing EVER Best part is the max viewers Last stream 300 This stream 45 THOUSANDThank you based sykk,positive
2020-11-19,Ash  Awesome Well deserved ,positive
2020-11-19,Ash  grats lol ,positive
2020-11-19,Ash  Congrats Ash ,positive
2020-11-19,Ash   ,negative
2020-11-19,Ash  YOU DESERVE IM GLAD I FOUND YOU TODAY YOU ARE SO AWESOME  SENDING LOTS OF LOVE AND HOPING THE BEST FOR YOU ,positive
2020-11-19,Ash Days late but I hope you keep havin good days,positive
2020-11-19,Ash  i ate a bagel last week,positive
2020-11-19,Ash  legit enjoyed my time in your stream thanks for playing genshin with me too youre so nice ,positive
2020-11-19,Ash Absolutely roasted ludwig Im so glad Sykkuno raided her after the stream and she got so many subs i cant wait to grow attached to her ,positive
2020-11-19,Ash And that folks is why you never doubt an Aussie,positive
2020-11-19,Ash  That was a really fun lobby to watch Hope youre invited again,positive
2020-11-19,Ash The stream was CRAZY tonight but its all absolutely deserved Ash So excited to see you flourish youre only gonna go up and up from here ,positive
2020-11-19,  Ash,negative
2020-11-19,It has been a year since I cosplayed Goblin Slayer and I just wanted to share these memories where I advertised a little some dear online friendsAlso Ash  congratulations again for your achievements today friend Youre amazing Keep it up with the good work  ,positive
2020-11-19,Ash  Incredible Ash Well done ,positive
2020-11-19,Ash  LETS GO ASH,positive
2020-11-19,Ash  You played so great Ash I knew you could do it Great job ,positive
2020-11-19,Ash  Oof,negative
2020-11-19,Ash  so happy for you pleasure stopping by your stream today ,positive
2020-11-19,Ash  Incredible  you go Ash So happy for you,positive
2020-11-19, Ash queen ,negative
2020-11-19,Ash  may i hug you ,positive
2020-11-19,Ash  YOU DESERVE IT I LITERALLY CRIED FOR YOU ,positive
2020-11-19,Ash  im happy that i discover you today literally one of the best streamer,positive
2020-11-19,Ash liked my tweet so I have to say that I was wrong I couldve been made happier and I was ,positive
2020-11-19,Ash  you deserve everything ,positive
2020-11-19,Ash  It was so exciting to watch You deserve ,positive
2020-11-19,Ash  proud of you,positive
2020-11-19,Ash  Poggg,negative
2020-11-19,Ash  well deserved you were so much fun to watch,positive
2020-11-19,Ash  We broke her bot,positive
2020-11-19,Ash  HELL YEAH,positive
2020-11-19,Ash  you deserve it ash,positive
2020-11-19,Ash  So THATs why the bot was spamming follow notifications non stop 16k of them is a lotta messages,negative
2020-11-19,Ash  what in the fuck,negative
2020-11-19,  thank you lt3 ,positive
2020-11-19, Ash WAIT was she right ,positive
2020-11-19,Ash  You deserve it Ash Youre an incredibly kind funny and hard working person lt3 we love to see it,positive
2020-11-19,Ash had a lot of fun watching  cant wait for future streams congrats on 100k ,positive
2020-11-19,oh my  i like ur outro btw Ash its such a wholesum keep streaming  we will support u no matter what luv  lt3  ,positive
2020-11-19,Ash  A long time coming WELL DESERVED,positive
2020-11-19,Ash  Im number one ash stan Whoooooo cant wait to see you suceed even more,positive
2020-11-19,Ash  It was SO great to get to know you I think i just found my new favorite streamer,positive
2020-11-19,Ash  So deserved keep crushing it Ash,positive
2020-11-19,Ash  Best cross over ever omg happy for you Ash,positive
2020-11-19,Ash  ABSOLUTELY DESERVED So glad to have discovered your stream as youre absolutely adorable and hilarious Cant wait for the next one ,positive
2020-11-19,Ash  Your outro is FANTASTIC,positive
2020-11-19,Ash  So happy for you You deserve it ,positive
2020-11-19,WHAT THE FUCK HAPPENED ENDING A STREAM WITH THIS AMOUNT OF VIEWERS Ash didnt see the stream but glad and hope you can grow with this ,positive
2020-11-19,Ash  Youre killing it,positive
2020-11-19,Ash  You deserve every bit of it queen  ,positive
2020-11-19,Ash  AMAZING DUDE,positive
2020-11-19,Ash  yOU DESERVE ITTTT,positive
2020-11-19,Ash  YOU DESERVE IT ASH,positive
2020-11-19,Ash You are amazing 100 deserved,positive
2020-11-19,Ash  Youre very welcome ,positive
2020-11-19,  thank you syanne  lt3,positive
2020-11-19,Ash  ASH WE LOVE YOU You deserve all of this,positive
2020-11-19,Ash  1k subs Pog,positive
2020-11-19,Ash  Bro this shit was so wholesome I swear I almost cried and all like holy Ive never gotten emotional with this kinda stuff but youre just too precious ,positive
2020-11-19,  trhank you so much ,positive
2020-11-19,Ash  Was happy to be there Love being apart of the sykkuno community for moments like that Looking forward to be apart of yours to,positive
2020-11-19,Ash  And dont let anyone tell you otherwise cause theyre wrong if they say so ,positive
2020-11-19,Ash  ,negative
2020-11-19,Ash  So happy for you Ash You deserve all that love ,positive
2020-11-19,Ash  You are so cuteeee have a great night go and tell your mom hahaha,positive
2020-11-19,Ash  Much deserve Ash Love the outro,positive
2020-11-19,Ash You made todays stream so much fun to watch Hope you play with Sykkuno and the others again ,positive
2020-11-19,Ash  You deserve everything and more bb,positive
2020-11-19,Ash  CONGRATS Sykkuno might have invited you to the stream but hour personality actually stole our hearts cant wait to see more of you ,positive
2020-11-19, thank you so much ,positive
2020-11-19,Ash  heck yeh ash ,negative
2020-11-19,Ash  you deserve the love ash ,positive
2020-11-19,Ash  You deserve it so so much  Absolutely loved todays stream and Im so glad I found out about you through Sykkuno much love  ,positive
2020-11-19,Ash  you deserve it ash you are really amazingggg  ,positive
2020-11-19,Ash  Congrats Well deserved ,positive
2020-11-19,LOOK AT THIS  ,positive
2020-11-19,Ash  you deserve it ,positive
2020-11-19,Ash  I was here,positive
2020-11-19,Ash  you deserve it ash  we love you  ,positive
2020-11-19,Ive never experienced anything like this in my whole life thank you so much for everything everyone Im legit still shaking this is insane Thank you so much  for the raid  It was a pleasure to have played with you all  Best stream EVER ,positive
2020-11-19,Ash A small doodle I made for you during todays stream I am so glad I got to be there and I Im incredibly happy for you Congrats on 100k I know great things are coming your way  ,positive
2020-11-19,  Ash Absolutely,positive
2020-11-19,Ash Great game todayyyy,positive
2020-11-19, Ash Ashkunno its a new ship,positive
2020-11-19,its nice to know you Ash  thanks to our  for introducing us ,positive
2020-11-19,Ash I just wanted to say today was my first time visiting your stream and I loved it Got to see the most adorable outro and really glad you got so much support Its wonderful You deserve it,positive
2020-11-19,Ash it was great watching you with Sykkuno,positive
2020-11-19,Ash Voice matches the look aka cute,positive
2020-11-19,Ash wait I thought you were an asian,negative
2020-11-19,Ive been subbed to Ash for 3 years and seeing her stream tonight couldnt have made me any happier,positive
2020-11-19,Ash This is the coolest outro ive ever seen,positive
2020-11-19,Ash IM PROUD TO BE YOUR FAN NOW and hope you get everything you deserve,positive
2020-11-19, its was so much fun watching thanks for introducing us to Ash,positive
2020-11-19,   lou   Ash Hmmm did I hear my name,negative
2020-11-19, Ash rIGHT i love her ,positive
2020-11-19, raided Ash s stream and watching his community gift an insane amount of subs makes me so happy for her Shes literally speechless on stream so wholesome ,positive
2020-11-19, Ash I just left her stream and shes so adorable and sweet,positive
2020-11-19,loveforash DAsh,positive
2020-11-19,Ash ILYYY,negative
2020-11-19,Ash QUEENNNN,negative
2020-11-19,Ash ,negative
2020-11-19, Ash YES I DIDNT LIKE HER THAT MUCH BUT I IMMEDIATELY STARTED SIMPING FOR HER WHEN I JOINED BY ACCIDENT,positive
2020-11-19,Im crying Ash got so much support just now and it actual made me cry ,negative
2020-11-19,Ash so glad this stream introduced me to you I cant wait to watch more of your streams,positive
2020-11-19,Ash YOUREEE SOO CUTEEEE ,positive
2020-11-19,Ash CAME FROM THE SYKKUNO RAID AND OMGGG ASH YOURE SO CUTEEE ,positive
2020-11-19,Ash Youre gorgeous,positive
2020-11-19,Ash CUTIEEEEE,positive
2020-11-19,Ash You are absolutely gorgeous,positive
2020-11-19,Ash Wait I cant wait omg youre literally beautiful ,positive
2020-11-19,Ash CUTEREE,positive
2020-11-19,Ash I HOPE WE MADE YOU HAPPY lt3,positive
2020-11-19,ASH  Ashland declares 0275 dividend ,positive
2020-11-19,omg Ash is amazing im so glad she was able to play with everyone tonight ,positive
2020-11-19,Ash CONGRATS  You deserve so much more lt3,positive
2020-11-19,Ash this was so amazing great job,positive
2020-11-19,Ash WE ALL LOVE YOU SM YOU DESERVE THE WORLD ,positive
2020-11-19, Ash Ill call this group Slice of Life everyone had such a unique voice that stream,positive
2020-11-19, Ash I LOVE HER I WATCHED HER OLD YOUTUBE VIDEOS SHE SO PURE,positive
2020-11-19,Ash I hope your having a wonderful day ,positive
2020-11-19,found a new streamer Ash shes so sweet ,positive
2020-11-19, Ash SAAAAME IM STILL AT HER STREAM SHES SO FRIKIN SWEET I CANT,positive
2020-11-19,MY WHOLE TL IS SIMPING FOR Ash AS WE SHOULDSHES SO FUNNY AND CUTE UGH I AM STANNING,positive
2020-11-19,Ash omg shes so cute,positive
2020-11-19,Where were you when Ash hit the big time,positive
2020-11-19,Hey   you should invite Ash again for other things,positive
2020-11-19,Omg Ash is so fucking cute and wholesome,positive
2020-11-19,OMG SYKKUNO RAIDED ASH AND SHES SO CUTE lt3IM SO GLAD I FOUND HER THROUGH SYK SHES ADORABLE AND SO FUNNYHER TWITTER IS Ash BTW D,positive
2020-11-19, I hope you know that you raided Ash and shes losing it rn this is so freaking cute ,positive
2020-11-19,Ash POG ,negative
2020-11-19,Ash Awww dont delete gtlt,positive
2020-11-19, Onimama Meet some Aus VTs   Unstoppable Cosmic Forcelou   Snowleopard Mercenary Artist   grace personified   Not baka Amnesia  Shapeshifting superstarAsh  Pure Aussie energy LOVE,positive
2020-11-19, oh missed opportunity here Ash,negative
2020-11-19,    Ash Legend Thx for the followup,positive
2020-11-19,    I figure everyone already knows Ash but Ill mention them anyway,positive
2020-11-19,hey Ash I think your funny and wholesome,positive
2020-11-19,hi  you watching the stream rn with Husband      Ash     and  alsohow was your day ,neutral
2020-11-19,Ash Felt cute what u talking about your insanely beautiful ,positive
2020-11-19, Im watching Raes stream the Aussie is Ash,positive
2020-11-19, AshonLoLs Twitch channel Ash has reached 100 000 followers Congrats  Detailed channel statisticsTwitchPartner TwitchFollowers,positive
2020-11-19,Ash  Very good fan art,positive
2020-11-19,Ash I main Taliyah support and this makes me very happy,positive
2020-11-19,Valkyrae streaming LIVE right now with Husband       Ash and ,positive
2020-11-19,Ash  ,negative
2020-11-19,Here video    ,negative
2020-11-18, Ash Ash GOODLUCK D,positive
2020-11-18,ASH Ashland board declares quarterly dividend ,positive
2020-11-18,ASH NEW ARTICLE  Ashland board declares quarterly dividend  Get all the latest ASH related news here   ,positive
2020-11-18,ASH Ashland board declares quarterly dividendFrom our Stock News Alerts App,positive
2020-11-18,New SC 13DA from EMINENCE CAPITAL LP concerning ASH  See details at ,negative
2020-11-18,Ash agreed New ppl scary,negative
2020-11-18,Ash  Well drawn  ,positive
2020-11-18, then MonkaS now PogU new people scary glad we got to be friends D,positive
2020-11-18,Ash  CUUUUUTEEEEE,positive
2020-11-18,omg  check out what  MagicMasher made for me  OMG DUDE LOOK AT THE FERRET This is so amazing honestly it made me teary thank you so much Magic I really love it  ,positive
2020-11-18,FWDailyInsights Top 10 most insider sold tickers of the last 7 days CYH TCS PLUGnew NOVC PACB VITLnew ASHnew LEVI BMRG WSC Click for more details ,positive
2020-11-18,ASH New Form 4 for Ashland Global Holdings IncFrom our Stock News Alerts App,positive
2020-11-18,J Kevin Willis Chief Financial Officer of ASHLAND GLOBAL HOLDINGS INC  ASH sold 1048 shares to now own a total of 3684 anomalous of their normal trading pattern,positive
2020-11-18,ASH Nov 16 CFO Sells 1048 1154 Net Shrs Net 8755k Acqd 3163 7919s Dispd 2009 8110s ,neutral
2020-11-18,FWSells ASH WILLIS J KEVIN Chief Financial Officer of ASHLAND GLOBAL HOLDINGS INC sold 1048 shares on 20201116 ,negative
2020-11-18,FWSells ASH Ganz Peter Senior Vice President of ASHLAND GLOBAL HOLDINGS INC sold 664 shares on 20201116 ,negative
2020-11-18,ASH New Form SC 13DA for Ashland Global Holdings IncFrom our Stock News Alerts App,positive
2020-11-18,ASH New Form 4 for Ashland Global Holdings IncFrom our Stock News Alerts App,positive
2020-11-18,Insider Activity seen in  ASH Sandler Ricky C Director Sale TotalShares  1600000 Transaction Price 7725 Transaction Value 123600000 Last Quote 779 ,positive
2020-11-18,FWSells ASH Sandler Ricky C Director of ASHLAND GLOBAL HOLDINGS INC sold 1600000 shares on 20201116 ,negative
2020-11-18,Ash Legacy of Ash of course I mean it has Ash in the title it has to be gud ,positive
2020-11-18,Ash Okay but the lightbringer books right next to that is actually SO GOOD PLEASE GO READ THEM THEYRE MY FAVORITE SERIES,positive
2020-11-18,Croda to Buy Iberchem for 920 Million in Fragrance Expansion ASH MS PFE ,positive
2020-11-18,Ash I am interested to read it,positive
2020-11-18,Ash Onodera poggers,negative
2020-11-18,Ash The girl that didnt win  Have a good stream Ash,positive
2020-11-18,live again    ,positive
2020-11-18,Ash sauce,negative
2020-11-18,Ash Yo u got that highschool DxD book,positive
2020-11-17,Ash Might have to get this,positive
2020-11-17,Ash Are your best years behind you Why do you need people to already encapsulate your decorated career I thought you were just getting started slaughtering the competition,negative
2020-11-17,Ash The sinner  JRWard,negative
2020-11-17,Ash I dont read,negative
2020-11-17,Ash Ash I get the feels that you might like this series ,positive
2020-11-17,ash book  would you read ,negative
2020-11-17,ASH New Form 4 for Ashland Global Holdings IncFrom our Stock News Alerts App,positive
2020-11-17,APTO huge move today if it can hold in this range it should break out hard going into ASH conference,positive
2020-11-17,ASH    Moving,positive
2020-11-17,ASH TPTX    Moving,positive
2020-11-17,Ash Glad you had a good day heres a cake ,positive
2020-11-17,Ash Then thats nice for you,positive
2020-11-17,Ash I hope tomorrow is for you too,positive
2020-11-17,Ash thats good ash lets hang out sometime,positive
2020-11-17,Ash Glad to hear it,positive
2020-11-17,today was a good day ,positive
2020-11-17,Ash ,negative
2020-11-17,Ash ,negative
2020-11-17,Ash ,negative
2020-11-17,ASH was analyzed by 8 analysts The buy consensus is at 85 So analysts seem to be very confident about ASH  ,positive
2020-11-17,Ash At least you have them,positive
2020-11-16,Ash ,negative
2020-11-16,    Cool stream dude ,positive
2020-11-16,New 52week highs in the SampP 1500129ABBVACHCAEISAITALBAMEAMGAMPANETANTMARCBASGNASHAXBRKBBSIGCAHCBSHCLCLGXCMCSACNOCOHUCOOPCORECPKCPSCTASCTBCTSCTSHCTVADARDTEDVAELEMNCharts ,negative
2020-11-16,Leon Cooperman  Omega AdvisorsPosiciones en cartera a 30 de Septiembre de 2020Bought GOOGL ATH VRT MSI FVAC EPD FCRD SRGA MNRLAdded to COOP ASPU TRN AMCX ASH NAVI STKL FOE SMTS MGY FLMN SNR OCN ,positive
2020-11-16,Ash ,negative
2020-11-16,Stocks that traded to 52week highs ACHC AEIS AIMC ALB ALV AME AMG AMP ANET ANTM APPN AQUA ARCB ASGN ASH ATRA ATUS AVID AX BECN BG BIP BRKB BSIG CAMT CDLX CDMO CELH CL CLGX CMCSA CNO,positive
2020-11-16,Ash Down under,negative
2020-11-16,Ash Unless you have a doppelganger I think I saw you in Toasts new video Eitherway thats one of my daydreams come true if I could say so myself,positive
2020-11-16,Ash ,negative
2020-11-16,Ash ,negative
2020-11-16,Ash ,negative
2020-11-16,   Ash Yesser ,positive
2020-11-16,New 52 Week High today MGLN HLI FSTA IJT SNFCA HOL HEIA MDRX STIM LE BRP AIRR ALGS INFI IRTC SCZ ALRS UMBF ASH IDNA  ,positive
2020-11-16,1041 New 52wk Highs ASH,positive
2020-11-16,Ash ,negative
2020-11-16,nukoch Ash,negative
2020-11-16,Ash ,negative
2020-11-16,Ash ,negative
2020-11-16,Ash Im always here lmao ,positive
2020-11-16,Ash ,negative
2020-11-16,Ash Defo the Zealot in this one ,positive
2020-11-16,Ash ,negative
2020-11-16,Ash Im ALWAYS here mentally ,positive
2020-11-16,Ash ,negative
2020-11-16,Ash ,negative
2020-11-16,Ash I had no choice but to DL a pic Im at work and only have memes saved umm I mean only have work files saved ,positive
2020-11-16,Ash the sign is telling you to watch out for people falling from the sky,negative
2020-11-16,Ash ,negative
2020-11-16,Ash ,negative
2020-11-16,Ash ,negative
2020-11-16,Ash ,negative
2020-11-16,Ash i am lost senpai,negative
2020-11-16,Ash ,negative
2020-11-16,Ash ,negative
2020-11-16,Day6 DETROIT IS SOOOOOO GOOD,positive
2020-11-16,Ash Ill have to amend this,negative
2020-11-16, You never slide into my DMs ,negative
2020-11-16,Ash Seems right from all the way up here,positive
2020-11-16,Ash Its so that southern hemisphere can  read the signs,positive
2020-11-16,Ash Seems normal to me,neutral
2020-11-16,Ash THE UPSIDE DOWN,negative
2020-11-16,Ash Only when someones being funny ,positive
2020-11-16,Ash Se tem placa tem histria,positive
2020-11-16,Ash Its rainin ppl,negative
2020-11-16,Ash So your upside down Got it thanks for that info,negative
2020-11-16,how signs look in australia  ,negative
2020-11-15,Fri 111320 strongest final 30min close Min 5 amp Vol 750K Opt Min Vol 500 in any strike FEAC RIDE CVAC COMM NLS ASH LAC FOSL PLTR VFF LCA LTHM MGI FSR VXX CXW AMAT FPRX MPLX CRON GOL WES CRSR GE TRIP SNAP SRG MAC TCO VNO AAL BA PLUG MGM ,positive
2020-11-15,Ash NA,negative
2020-11-15,Ash D,negative
2020-11-15,Sunday Recap COVID Fix Likely Closer But How Broken Will We Be Before It Arrives Can Industry Shrug Off A Terrible Few Monthschemicals energy energytransition climatechange WLK OXY OLN LYB XOM BP CVX HUN TSE GRA APD LIN ASH GEVO ,negative
2020-11-15,Ash NA,negative
2020-11-15,Ash NA,negative
2020-11-15,Ash EUW,positive
2020-11-15,Ash EUW pls,positive
2020-11-15,Ash EUW,positive
2020-11-15,Ash EUW,positive
2020-11-15,Ash EUW ,positive
